pat_id,birth_date,death_date,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,prior_opioid_abuse_diag
e23e9332-f059-4c2a-bfcd-ccddb0dd068f,2010-06-24,,999-77-9829,,,,Tashia814,Denesik803,,,,white,american,F,Berea,435 Wisoky Wall Suite 71 New Philadelphia Ohio 44622 US,0
fe488306-d207-4c21-b910-c23decd77076,1980-01-28,,999-78-1423,S99967389,X36767377X,Ms.,Darlene91,Lowe577,,,S,black,west_indian,F,Walton Hills village,757 Reynolds Lodge Unit 99 Springdale Ohio 45240 US,0
79dee4d4-b15f-474b-971f-6ad8caefcb0f,1967-08-11,,999-75-9017,S99970218,X69449042X,Mr.,Harry448,Schmitt836,,,M,white,greek,M,Toledo,114 Cassin Brook Suite 5 Oregon Ohio 43605 US,0
6e1012f0-cee1-423d-be57-632f4bb9c111,2008-07-31,,999-73-6954,,,,Peter292,Davis923,,,,white,american,M,Englewood,651 Effertz Throughway Suite 42 Dayton Ohio 45377 US,0
44f8f73c-1738-4120-b0be-0186f9a33904,1959-10-01,,999-86-6613,S99920670,X47798852X,Mrs.,Siu135,Terry864,,Barrows492,M,white,swedish,F,Columbus,704 Gulgowski Throughway Painesville Ohio 44045 US,0
07f1e28e-b26b-4982-b8a1-db2e9d3b5748,2010-06-20,,999-86-8270,,,,Carol737,MacGyver246,,,,white,portuguese,M,Springfield,965 Osinski Gateway Apt 55 Kingstonship Ohio  US,0
7e7ad8c3-0e15-419f-97ec-09b959ea070a,1992-08-29,,999-21-5456,S99917585,X24035332X,Mr.,Houston994,Feeney44,,,,white,polish,M,Dayton,314 McClure Lock Apt 64 Columbus Ohio 43002 US,0
f2bb3acc-5b71-4add-bbb3-354a2ca571a5,1999-04-17,,999-25-6916,S99989471,,Mr.,Kristopher775,Schmeler639,,,,white,italian,M,Marysville,462 Kuhn Rapid Fallsship Ohio  US,0
f0286f48-7f81-421e-8bba-a8ecb8107211,1994-09-09,,999-43-1174,S99980624,X18434191X,Ms.,Leo278,Labadie908,,,,white,french,F,Miamiship,1031 Mertz Road Suite 8 Alliance Ohio 44601 US,0
b46276d2-1e9a-4afa-b863-a49cc26f428b,1993-02-25,,999-37-8055,S99950345,X79310302X,Ms.,Esperanza675,Purdy2,,,,white,italian,F,Miamiship,814 Schoen Center Unit 9 Cleveland Ohio 44101 US,0
ac6c0a01-a812-4c10-9bbc-95813c5f140c,2004-11-27,,999-93-1479,,,,Sandy901,Schimmel440,,,,white,portuguese,M,Windsorship,202 Pouros Way Unit 41 Aurora Ohio 44202 US,0
882a57fa-035d-4a56-805d-ef7b2a9c8614,2004-10-12,,999-13-7870,,,,Benedict104,Keebler762,,,,white,english,M,Columbus,137 Howe Burg Suite 46 Columbus Ohio 43002 US,0
5c4de133-0549-4992-8428-ab84faf614cc,1991-07-03,,999-16-7313,S99993929,X82948038X,Mr.,Harris789,Walsh511,,,,white,irish,M,Toledo,430 Rempel Wall Suite 41 Austintownship Ohio  US,0
bc6d0084-1392-4255-a1ad-60553a655a4e,1951-09-25,1959-12-22,999-54-3588,,,,Philip822,Effertz744,,,,white,english,M,Fremont,425 Hane Parade East Cleveland Ohio 44106 US,1
5ba56a22-f1ac-4869-90d3-ee705bc7f7b3,1960-05-31,2013-09-30,999-92-4194,S99931056,X17753189X,Mr.,Dave764,Dickens475,,,M,white,italian,M,Columbus,545 Turner Tunnel Suite 58 Madeira Ohio 45227 US,0
6f9c8325-0ef8-4133-bea7-4de9370c16e4,1957-06-25,,999-16-2689,S99975703,X84314444X,Mr.,Sherman440,Renner328,,,M,white,irish,M,Minster village,727 Nienow Bypass Colerainship Ohio  US,1
1c4cc4d2-e35b-480b-b293-9d3cecfbaaaf,1929-03-15,2010-02-26,999-89-9352,S99995629,X4423791X,Ms.,Hilary419,Pfeffer420,,,S,white,italian,F,Cleveland,1045 Harvey Rest Miamisburg Ohio 45342 US,1
372bb3c7-3593-41dd-9aa3-1c7955f46822,2015-09-17,,999-58-5879,,,,Hugo693,Espino352,,,,black,dominican,M,Cincinnati,686 Moen Drive Unit 41 Madeira Ohio 45227 US,1
db2dfefc-6932-48e4-a7e9-68f32d10cc06,2009-11-30,,999-28-4267,,,,Tandy422,Zieme486,,,,white,irish,F,Trenton,1034 Hartmann Esplanade Miamisburg Ohio 45342 US,1
20e861a6-da7d-4557-8ee0-fa556e1e0210,1941-07-24,,999-36-5084,S99932330,X45806870X,Mr.,Micheal721,Stark857,,,M,black,dominican,M,Loudonship,906 Connelly Walk Apt 48 Toledo Ohio 43537 US,0
64d4634b-26a0-4dde-b762-db231adfc9b2,1968-01-03,,999-30-5428,S99919169,X78658453X,Ms.,Sharla853,O'Keefe54,,,S,white,portuguese,F,Richfield village,397 Kihn Lane Apt 5 Parisship Ohio  US,1
c02a6b75-6290-47ad-bb04-529cf7821f98,1948-10-06,,999-52-8455,S99953112,X29750621X,Mr.,Cyril535,Jacobi462,,,M,white,irish,M,Northfield Centership,374 Luettgen Green Apt 47 Findlay Ohio 45840 US,0
5688c076-2a13-4f38-993b-70722d95be14,1985-11-27,,999-49-9057,S99994167,X79506164X,Mr.,Enoch803,Nienow652,,,M,white,german,M,Wayneship,953 Nikolaus View Aurora Ohio 44202 US,0
ab05cda3-8445-4a0b-93ec-91983ac0a520,2010-08-17,,999-89-8865,,,,Veola813,Franecki195,,,,white,german,F,Parma Heights,935 Langosh Mission Suite 22 Ontario Ohio 44903 US,0
d917fd8a-c581-4a55-9489-cf847a00f4c4,1996-03-05,,999-80-2294,S99910250,X39749577X,Mr.,Sid118,DuBuque211,,,,white,italian,M,Wilmington,357 Von Dale St. Clairship Ohio  US,0
5ff12e8d-5f30-47c2-bd4c-803f23b977d5,1989-07-14,,999-76-4690,S99929284,X31754761X,Mrs.,Jovita355,Stiedemann542,,Bosco882,M,white,portuguese,F,Dayton,180 Quigley Overpass Columbus Ohio 43002 US,0
a8e13df9-ebf9-4440-8945-ebfff4af005d,BAD_DATA,,999-11-4222,S99936701,X50195467X,Mrs.,Jaimee549,Champlin946,,Macejkovic424,M,white,scottish,F,Columbus,691 Kuhic Lock Sandusky Ohio 44839 US,1
09ee745e-a8f9-4c0b-8a17-90cc2b3173d9,1937-07-10,2006-05-06,999-32-5312,S99954521,X33394488X,Mr.,Matthew562,Rice937,,,M,white,american,M,Eatonship,828 Gulgowski Manor Unit 14 Perkinsship Ohio  US,0
16c202ca-a255-460a-ade4-b439cc00272c,1976-12-29,2011-12-27,999-39-6878,S99937429,X87528622X,Mr.,Jeramy610,Bogan287,,,S,white,english,M,Beloit village,934 Haag Passage Unit 24 Gahanna Ohio 43004 US,1
edaa235a-dee8-4143-b8dd-440a3b718afd,1964-04-21,,999-12-5838,S99950771,X59263185X,Mrs.,Lekisha909,Schmidt332,,Gerhold939,M,white,german,F,Mentor,914 Fisher View Suite 84 Dayton Ohio 45377 US,1
661e1559-bcb4-4e4e-9f39-3be370e8cd38,1966-01-15,2011-07-16,999-62-1598,S99999397,X81441418X,Mr.,Robbie31,Gorczany269,,,M,white,italian,M,Cleveland,490 Yost Boulevard Brunswick Hillsship Ohio  US,1
a657ecb6-5591-4d4b-82b7-73af656fa85c,1953-06-16,2011-04-26,999-80-5448,S99971395,X8226715X,Mr.,Renato359,Tremblay80,,,S,white,german,M,Elyria,243 Ankunding Walk Todship Ohio  US,1
c7c0d0ad-d352-4011-bf13-32264deb5dbf,1998-10-16,,999-52-2094,S99994165,,Mr.,Benito209,Cole117,,,,white,russian,M,Parma,796 Brekke Park Perkinsship Ohio  US,1
2a7bc81c-6695-417a-b665-8b42453874c8,1936-04-21,,999-80-8283,S99972276,X51721388X,Mrs.,Deandrea896,Morissette863,,Walter473,M,white,italian,F,Columbus,353 Block Viaduct East Cleveland Ohio 44106 US,0
8544ff46-d2b1-4a85-bea3-5b1cbe2a4b9a,1961-11-05,,999-40-2786,S99910387,X25365173X,Mr.,Normand813,Abbott774,,,S,black,west_indian,M,Columbus,471 Daniel Crossroad Toledo Ohio 43537 US,0
15b5dee0-3519-4097-87ef-dacc229c16a4,2008-07-03,,999-22-9739,,,,Coleman27,Flatley871,,,,white,russian,M,Canal Fulton,664 Feil Wall Brunswick Hillsship Ohio  US,1
fa6c2c65-9cdc-4612-9bea-8f32b073a340,2000-06-22,,999-95-9663,S99942892,,,Drema139,Boyle917,,,,white,french_canadian,F,Centership,180 Weber Bypass Suite 98 Todship Ohio  US,0
ddcc4712-e824-439a-8e6d-0254ec9623df,1954-12-09,,999-54-6447,S99943048,X35218684X,Mrs.,Jenell974,Koepp521,,Turcotte120,M,white,polish,F,Yellow Springs village,1013 Moen Trail Mason Ohio 45036 US,0
1715730c-c758-463d-a4f6-4befebd243c1,1985-09-13,,999-93-6662,S99975333,X76810570X,Mrs.,Julio255,Bode78,,Thompson596,M,white,french_canadian,F,Toledo,633 Renner Mill Kent Ohio 44240 US,1
f8c77453-15a1-4cdf-bbbc-8dddd6a51272,1987-12-21,,999-19-2395,S99933158,X32222403X,Mr.,Nicolas769,Hegmann834,,,M,asian,asian_indian,M,Cleveland,292 Schumm Frontage road Xenia Ohio 45385 US,0
48ae4081-2c71-4cfe-8a03-3ef264686b53,1981-06-06,,999-79-1057,S99941722,X61346697X,Ms.,Willodean275,Bashirian201,,,S,white,english,F,Wilmington,101 Johnson Stravenue Suite 61 Gahanna Ohio 43004 US,0
ca5df3c1-ba35-4534-9238-9be3f9574fad,1974-12-25,,999-23-4615,S99929864,X78416327X,Mr.,Eldon28,Lowe577,,,S,white,french,M,Cincinnati,222 Stehr Green Suite 66 Ravenna Ohio 44266 US,0
8ee4be3e-0acf-4ca0-92b3-f5bde9cda590,2003-01-23,,999-54-8042,,,,Alfonzo975,Franecki195,,,,asian,asian_indian,M,Xenia,804 Klocko Mill Westerville Ohio 43081 US,0
3ae46649-4646-41d3-99b7-5451479cb5f0,1970-07-14,,999-52-1956,S99940237,X79369997X,Mr.,Esteban536,Greenholt190,,,M,black,african,M,Centerville,796 Friesen Highlands Wellership Ohio  US,0
1e5e6458-dabf-4982-83a4-cce882a4d415,1995-01-01,,999-99-1346,S99954774,X75570639X,Mr.,Richard937,White193,,,,white,irish,M,Cleveland,744 Dicki Walk Valleyship Ohio  US,0
8dc38afe-5fd3-440e-a9d7-13b8a6033dd9,2014-06-28,2017-07-12,999-37-1440,,,,Marion502,Kessler503,,,,white,german,F,Amherst,677 Bechtelar Fort Heath Ohio 43023 US,0
11d74266-2764-44e1-acd3-e3d14eddf182,1968-02-14,,999-58-2850,S99996198,X55646476X,Mr.,Mark765,Runolfsdottir785,,,M,white,american,M,Mason,571 Feeney Path Apt 30 Keeneship Ohio  US,0
a445ba09-1bf3-453f-90af-73ee2a7c3d65,1955-04-05,2002-10-01,999-38-8739,S99973675,X47364054X,Mr.,Trinidad33,Goldner995,,,M,black,dominican,M,Richfieldship,356 Carter Trafficway Westlake Ohio 44145 US,1
91352dd1-6590-4f50-b7ac-51cda54c6e3e,2008-01-01,,999-48-2623,,,,Louie190,Kreiger457,,,,white,polish,F,Sunbury village,175 Grimes Plaza Suite 3 Euclid Ohio 44117 US,1
295bdb37-2778-4728-9833-e65493b2cd11,1989-08-05,,999-88-9265,S99943011,X45194087X,Mrs.,Aisha756,Metz686,,Renner328,M,black,west_indian,F,Greeneship,976 Feeney Port Unit 15 North Royalton Ohio 44133 US,0
20896044-db06-40a8-bb72-cc1649d34b3f,1950-05-23,2009-08-08,999-32-6763,S99934923,X46252557X,Mr.,Len277,Nicolas769,,,M,white,french,M,Akron,387 Kuphal Orchard Suite 2 Oakwood Ohio 44146 US,1
71e94765-8244-4cd4-9fe3-e1042aaf7282,2002-05-16,,999-28-3146,S99944437,,,Daria61,McLaughlin530,,,,white,french_canadian,F,Sheffield Lake,487 Hodkiewicz Mall Unit 66 Amandaship Ohio  US,1
032f2da7-d838-4aad-b55b-eeb5db15d60d,1978-09-18,,999-27-6472,S99943623,X67260919X,Mr.,Dusty207,Harris789,,,M,white,american,M,Mansfield,608 Lemke Lodge Heath Ohio 43023 US,0
ca5c4e92-3cff-4a05-b6ba-3125ab8acf7f,1949-01-04,1988-07-12,999-32-3125,S99930487,X52743818X,Mrs.,Mireille557,Schamberger479,,King743,M,white,irish,F,North Olmsted,1069 Kris Vista Apt 46 Columbus Ohio 43002 US,1
4fcef62e-7d7f-4403-ae51-71a5ecfefeb9,1947-08-05,,999-25-1325,S99953203,X45471936X,Mrs.,Erna640,O'Conner199,,Baumbach677,M,white,french_canadian,F,Cleveland,896 Schamberger Mews Unit 98 Huber Heights Ohio 45344 US,1
a8eade46-ac3a-4c40-a710-846fffb0d13c,1954-06-11,,999-67-3411,S99962416,X32903440X,Mr.,Olen518,Larson43,,,M,white,french,M,Richwood village,1032 Kris Ramp Suite 13 Forest Park Ohio 45231 US,0
c8485d2c-f546-4d8b-bde5-4ea0a15ba7de,2009-09-30,,999-66-1131,,,,Jefferey580,Gusikowski974,,,,white,italian,M,Sharonville,731 Harvey Bay Unit 71 Portsmouth Ohio 45662 US,0
aa7dac81-7579-4320-849e-2e407185eb33,1974-05-10,,999-17-6902,S99915994,X77485559X,Mr.,Wilbur107,Bernhard322,,,M,white,american,M,Strongsville,968 Gutkowski Divide Westlake Ohio 44145 US,1
6b97b263-2cbd-46b3-a447-5885fd9a674c,1979-09-22,,999-81-6658,S99940814,X43531169X,Mrs.,Maryetta775,Kuphal363,,Feil794,M,asian,chinese,F,Lorain,829 Huels Viaduct Suite 70 Westerville Ohio 43081 US,0
e02cf165-4e9d-406d-8270-18e63e0518e1,1987-04-13,,999-99-8068,S99926826,X41413572X,Mr.,Anton902,Collier206,,,M,white,french_canadian,M,Westerville,116 Botsford Union Apt 65 Columbus Ohio 43002 US,0
211e37af-666f-401e-a7f1-44fe302fa3c5,2012-07-16,,999-20-8436,,,,Leisa54,Blick895,,,,black,african,F,Wadsworth,792 Harber Heights Warren Ohio 44430 US,0
573e7b99-6f79-47bc-9ee9-cc269e21946d,1962-09-24,,999-16-6888,S99993539,X27549990X,Mr.,German382,Leuschke194,,,M,white,irish,M,Alliance,1093 Halvorson Crossing Suite 54 Eastlake Ohio 44095 US,1
c16c2373-db35-4f16-afef-1ad371b9d5db,1963-05-28,,999-46-6146,S99923645,X54253012X,Mrs.,Elfrieda676,D'Amore443,,Feil794,M,black,west_indian,F,Solon,994 Zulauf Forge Oakwood Ohio 44146 US,0
71255bb1-104f-4a98-986e-ebfd6e216dea,1964-11-22,,999-43-2474,S99969630,X12502903X,Mrs.,Lily490,Hegmann834,,Crooks415,M,white,french_canadian,F,Montpelier village,574 Barton Well Beachwood Ohio 44122 US,0
8c12bc54-f6c7-445d-b4a2-f56d282ba79f,1969-03-24,,999-89-1679,S99921504,X48550965X,Mr.,Michel472,Welch179,,,M,white,french,M,Concordship,888 Hettinger Arcade Apt 72 Brunswick Hillsship Ohio  US,0
b007429f-68b1-4174-ab3a-cb0287dbf92b,1950-08-20,,999-26-2000,S99919797,X4828199X,Mrs.,Lai148,Bednar518,,Jacobi462,M,white,irish,F,Columbus,197 Yost Neck Apt 10 Canton Ohio 44641 US,0
716586b0-d978-48e4-9be6-fca9f2bc665c,1971-01-20,,999-89-8149,S99986580,X23282406X,Mrs.,Cari853,MacGyver246,,Gaylord332,M,white,irish,F,Akron,620 Kub Common Suite 32 Troyship Ohio  US,0
7d6077ee-1118-42b1-90a1-e125b3699416,1961-08-20,,999-48-2708,S99985765,X53634114X,Mrs.,Nidia145,Bechtelar572,,Reichert620,M,white,irish,F,Lakewood,814 Roob Village Avon Ohio 44011 US,0
12bf8b62-f61a-4811-9d8a-bddc6266cb2e,1991-08-21,,999-57-5716,S99924648,X62625435X,Ms.,Stepanie29,Jakubowski832,,,,white,german,F,Maple Heights,1068 Bailey Landing Apt 27 Barberton Ohio 44203 US,0
96659f73-b883-4b3a-a87c-87882de3df0a,1976-01-19,,999-68-8238,S99990951,X36353271X,Mr.,Shaun461,Kirlin939,,,M,white,irish,M,Cincinnati,705 Buckridge Alley North Ridgeville Ohio 44039 US,0
c6d23174-f02c-42c7-9537-b2c4c7f80d32,2001-02-01,,999-14-2654,S99995208,,,Alva958,Wolf938,,,,black,african,M,Canton,815 Hahn Hollow North Royalton Ohio 44133 US,1
e787cfa9-0b60-460d-a7d6-9a77255c2f4b,2005-04-22,,999-61-4740,,,,Harold594,Farrell962,,,,white,irish,M,Akron,617 Rohan Ferry Suite 79 Massillon Ohio 44618 US,0
a34c033e-daa7-44a4-842b-d3a7d08bf71c,1986-11-30,,999-68-3700,S99946739,X24494111X,Mrs.,Barbra486,Bahringer146,,Gerhold939,M,white,italian,F,Canton,481 Kunze Branch Suite 28 Harrison Ohio 45030 US,0
4868fccb-a92b-4e9f-922b-21d724f4ae5d,1961-03-16,,999-42-4244,S99915361,X49161674X,Mrs.,Harriett813,Goldner995,,Mohr916,M,white,irish,F,Cuyahoga Falls,994 Rau Way Apt 48 Euclid Ohio 44117 US,0
957eecfd-972b-48d1-a673-1750ba6fc67b,2001-11-05,,999-94-9393,S99923034,,,Cristal338,Johnson679,,,,white,french,F,Oberlin,395 Mayert Bay Alliance Ohio 44601 US,0
941eaa47-7a94-4a0c-800e-34aabdd53c6f,1955-06-01,,999-31-6277,S99930743,X85591269X,Mrs.,Alba338,Pfeffer420,,Hammes673,M,white,italian,F,Avon Lake,859 Huel Dale Suite 11 Steubenville Ohio 43938 US,0
7d140e50-60eb-4010-a927-ab86943921e0,1946-01-17,2003-03-27,999-50-9466,S99942860,X74479475X,Mr.,Clyde817,Will178,,,M,white,polish,M,Marlboroship,643 Ernser Mill Unit 54 Cleveland Ohio 44101 US,0
774780b8-8eaf-48ca-9bb8-2a5a950abff1,2001-10-21,,999-66-9254,S99998431,,,Winford225,McGlynn426,,,,white,french,M,Cincinnati,927 Carter Ferry Cleveland Ohio 44101 US,1
578fea65-dd0a-4d4d-8488-26c870a55c28,1942-04-06,2017-06-05,999-87-3123,S99931244,X72517354X,Mr.,Rey54,Champlin946,,,M,white,english,M,Avon Lake,537 Schiller Light Suite 8 Cleveland Ohio 44101 US,0
f29d1fd3-4551-4c40-94da-4d303538c190,1994-11-07,,999-41-9046,S99957639,X48385115X,Ms.,Danyelle408,Macejkovic424,,,,asian,asian_indian,F,Wadsworthship,438 Fritsch Well Zanesville Ohio 43701 US,0
8d37d79e-d3a6-48b7-a5ee-317c71af917b,1950-10-22,,999-12-9107,S99966108,X84456731X,Mrs.,Verline727,Ondricka197,,Welch179,M,white,portuguese,F,Lakemore village,1056 Funk Bridge Suite 26 Lima Ohio 45801 US,0
2ef8e37b-e72c-476b-b4b9-36ab98f2d2c4,2012-05-20,,999-64-2768,,,,Wilda367,Spencer878,,,,black,west_indian,F,Euclid,783 Reilly Run Strongsville Ohio 44136 US,0
7aa2362d-67e4-4be8-9691-f452f01ca559,2004-12-08,,999-27-8853,,,,Sonny285,Leannon79,,,,white,english,M,Zanesville,135 Jerde Walk Cincinnati Ohio 45202 US,1
4223a962-11ba-4641-81dc-16015839565b,1934-06-11,2007-10-01,999-80-1937,S99914477,X20668556X,Mr.,Grady603,Lehner980,,,M,white,french_canadian,M,Marion,402 Cummerata Lane Akron Ohio 44203 US,1
f3994761-4518-451c-a81d-33121d7d83f7,1989-07-27,,999-96-9075,S99921248,X80156408X,Mrs.,Leonora414,Pfeffer420,,Champlin946,M,asian,chinese,F,Newton Falls village,916 Welch Ranch Unit 91 Cleveland Ohio 44101 US,0
2b36232c-8505-43b9-bcb4-bfb92ccb4860,2015-04-20,,999-21-3705,,,,Molly175,Rippin620,,,,white,english,F,Cleveland,154 Schmeler Road Unit 32 Elyria Ohio 44035 US,0
861a7021-346f-48b7-a02c-7a62daf2e204,1989-10-15,,999-89-4396,S99947797,X86468221X,Mrs.,Lavinia262,Bergstrom287,,Krajcik437,M,white,french,F,Dover,353 Kassulke Arcade Apt 5 Cleveland Ohio 44101 US,0
8b58b590-f8e1-4946-9fdd-b441d922b7c5,2012-03-30,,999-84-1369,,,,Damon455,Kunze215,,,,white,french,M,Cleveland,941 Deckow Dam Unit 98 Cleveland Heights Ohio 44106 US,0
e2c2bfa1-b565-429b-9610-0dd1b4c3b6e4,1980-03-01,,999-40-1494,S99918919,X73139878X,Mr.,Vern731,Conroy74,,,M,white,italian,M,Springfield,572 Gleichner Neck Euclid Ohio 44117 US,0
aade6225-8cb4-47d9-bff1-e4149e4f7f30,1957-09-16,,999-56-1265,S99957654,X34020027X,Mrs.,Jessi630,Sauer652,,Macejkovic424,M,hispanic,south_american,F,Hartsgroveship,967 Reilly Center Apt 48 Norwood Ohio 45209 US,1
46b5e00e-cd57-4c81-8b9e-e0bb3105df79,1941-10-23,,999-83-5864,S99957324,X3419774X,Mr.,Arlie183,Lesch175,,,M,white,irish,M,Mason,532 Barrows Quay Apt 90 Cleveland Ohio 44101 US,0
e3625875-b6b7-4a6c-9478-ccf12155893f,2005-09-07,,999-25-5884,,,,Machelle279,Swift555,,,,black,west_indian,F,Columbus,185 Marks Estate Unit 67 Wooster Ohio 44691 US,0
10d1ad2c-e146-4747-a9ff-f7449f940e75,1989-03-11,,999-73-9863,S99980745,X67902998X,Mr.,Zack583,McCullough561,,,S,white,irish,M,Markship,479 Hand Dale Unit 34 Akron Ohio 44203 US,0
b729a17c-2676-43c9-8d72-649d529bfec5,1997-06-26,,999-64-9841,S99947298,X28007467X,Mr.,Milo271,Stiedemann542,,,,white,irish,M,Canton,492 Kozey Knoll Apt 20 Eatonship Ohio  US,0
31e2c2a3-cc40-4343-a678-bbaf900d716c,1983-05-26,,999-31-4606,S99957909,X40937324X,Mrs.,Tanna708,Schumm995,MD,Turcotte120,M,white,german,F,Cleveland Heights,905 Dibbert Course Suite 30 Streetsboro Ohio 44236 US,1
03328ea8-0a7a-4a77-8f8a-ac49090af45a,1963-04-26,,999-46-5294,S99930146,X56862501X,Ms.,Taren286,Abbott774,,,S,white,english,F,Perkinsship,1072 Ondricka Hollow Unit 73 Columbus Ohio 43002 US,1
9bf24489-1f5e-4ae4-a356-494d939dd8e1,2016-06-09,,999-14-2878,,,,Irma773,Spencer878,,,,white,irish,F,Cuyahoga Falls,746 Grady Underpass Mount Healthy Ohio 45231 US,0
c6f816c4-ba33-4f2b-9ee8-f8a250c1f57e,1983-06-02,,999-75-8010,S99997549,X39889164X,Ms.,Kristie55,Wilderman619,,,S,white,irish,F,Pioneer village,766 Ferry Union Euclid Ohio 44117 US,0
e05cbec6-23d9-4b32-98b2-c9eb7a52ba8f,1979-09-22,,999-20-2367,S99924644,X49677956X,Ms.,Isabella615,Goodwin327,,,S,white,irish,F,Lakewood,346 Rosenbaum Station Suite 34 Ridgevilleship Ohio  US,1
ed2dc319-2e28-44b1-ac8d-eb88773fc0e6,1989-02-07,,999-72-2210,S99923781,X8951490X,Ms.,Ozie87,Reichel38,,,S,white,greek,F,Painesville,1001 Hirthe Dam Unit 18 Euclid Ohio 44117 US,1
561973ef-9f21-4fdf-9edc-4c749bcc8ccd,2002-09-25,,999-77-4343,,,,Miguel815,Okuneva707,,,,black,african,M,Wadsworth,1060 Spinka Tunnel Apt 5 Trotwood Ohio 45309 US,0
499de180-4c5c-4e15-85cb-06f7306575b2,1992-03-16,,999-53-9037,S99939416,X22494576X,Ms.,Oralee226,West559,,,,white,irish,F,Austintownship,600 Muller Boulevard Columbus Ohio 43002 US,1
523cb4ae-4c3d-4de1-a78e-7f0cb46ef980,2018-12-31,,999-56-5911,,,,Shantay950,Metz686,,,,white,irish,F,Cincinnati,1068 Morar Alley Columbus Ohio 43002 US,1
248d5820-9362-41a1-80c6-83eb13961427,1992-06-07,,999-52-6093,S99935451,X13878351X,Mr.,Dirk334,Johnston597,,,,black,african,M,Cincinnati,323 Kirlin Light Unit 94 Toledo Ohio 43537 US,0
4f931471-ed3e-4023-b62c-f87861356f81,1946-01-07,2004-08-16,999-33-9087,S99924189,X11021525X,Mr.,Russell422,Rohan584,,,S,white,irish,M,Columbus,378 Spinka Underpass Marysville Ohio 43040 US,1
ad7d6b82-577a-47eb-8ce6-0327b63aec33,1998-01-06,,999-53-6679,S99937774,X86110195X,Mr.,Thomas756,Kessler503,,,,white,french_canadian,M,Dayton,176 Simonis Branch Massillon Ohio 44618 US,0
0ec15f10-2fff-44cb-b11f-f8a1502af9d4,1938-11-26,2006-05-27,999-42-2479,S99958195,X70830910X,Mr.,Bernardo699,Okuneva707,,,S,white,italian,M,Washington Court House,559 Anderson Mews Apt 73 Canton Ohio 44641 US,0
1708e57e-c1ae-48bc-9864-56a79f86d8c2,2008-04-02,,999-59-8294,,,,Bryant814,Hayes766,,,,white,irish,M,Cleveland,783 Quitzon Viaduct Suite 30 Canton Ohio 44641 US,0
4b3330b4-99c9-4bf3-afb1-e838d16da371,2000-09-04,,999-24-4896,S99938260,,,Lindsey52,Casper496,,,,white,french,M,Columbus,964 Morissette Station Unit 29 Columbus Ohio 43002 US,0
73364114-5a34-45e6-9139-6da16510190e,1956-12-02,,999-77-5542,S99993988,X62967630X,Mrs.,Willow678,Parker433,,Harvey63,M,white,german,F,Sycamoreship,411 O'Reilly Fort Beavercreek Ohio 45301 US,1
8af72378-6835-4084-b2a4-9ce3156934a1,1962-06-10,2016-12-25,999-20-6052,S99941791,X43245514X,Ms.,Shaquana156,Schneider199,JD,,S,white,polish,F,Delhiship,525 Runolfsdottir Landing Cincinnati Ohio 45202 US,0
b33d89fb-47cd-4543-a824-50e510b387e0,1948-06-29,1976-05-18,999-35-3623,S99985518,X37315156X,Mrs.,Tonja658,Hauck852,,Leuschke194,M,white,german,F,Columbus,771 Wyman Ramp Unit 33 Cleveland Ohio 44101 US,0
d190d043-4b6a-46e3-a9cd-0e8cf737d1a4,1938-12-29,2014-09-17,999-86-1227,S99998941,X89143209X,Mrs.,Imelda608,Koch169,,Goodwin327,M,black,african,F,Marietta,298 Hyatt Gate Riverside Ohio 45403 US,0
91fd5856-1894-48f9-bc27-ac948b47626a,1974-12-28,,999-81-1370,S99956348,X17160788X,Mr.,Domenic627,Cummings51,,,M,white,french,M,Cuyahoga Falls,353 Adams Divide Wadsworth Ohio 44281 US,0
890a0ceb-5322-4093-9d7d-062f011b25f0,2006-06-17,,999-34-6622,,,,Barrie587,Padberg411,,,,white,english,F,Sunbury village,405 Robel Path Suite 53 Lyndhurst Ohio 44122 US,0
cab4fb47-e3e3-490b-9a46-bd8b23f99dbc,1958-06-19,,999-84-5202,S99917451,X76926637X,Mr.,Tory770,Jerde200,,,S,white,french,M,Akron,988 Wiza Wall Marysville Ohio 43040 US,0
bcafc3b0-4ce5-43c8-9fd1-e36277df57c9,1982-10-22,,999-69-4207,S99939950,X82262134X,Ms.,Barabara924,Moen819,,,S,black,african,F,Madisonship,284 Bogisich Bridge Trotwood Ohio 45309 US,0
8011517f-8679-4389-b8a2-746c9c723c8c,1976-05-05,,999-74-7460,S99931649,X45173732X,Ms.,Lavonne167,Swift555,,,S,white,irish,F,Oxford,830 Kuvalis Underpass Cincinnati Ohio 45202 US,1
8e99d30e-9b46-4027-b097-7c71a9e74ef0,2009-01-27,,999-13-3391,,,,Imogene688,Greenholt190,,,,white,german,F,Toledo,583 Walter Trafficway Powell Ohio 43065 US,0
2043ad44-514f-44bb-99cb-66bc0dc3872b,1955-01-31,,999-67-1539,S99986320,X88515012X,Mr.,Doyle959,Bergstrom287,,,M,black,west_indian,M,Cincinnati,436 Kutch Light Strongsville Ohio 44136 US,0
2025b24a-8bce-464e-b17f-bd19f94d553b,1959-02-13,,999-39-7641,S99969722,X76972118X,Mrs.,Margarita164,Cotto891,,Alvarez441,M,black,dominican,F,Hamilton,533 Schoen Divide Suite 47 Cleveland Ohio 44101 US,1
